node_id,node_attr
0,user:current_user
1,item:b00005mb0k
2,time_bucket:2001_10
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:britain_ireland
8,category:ireland
9,store:leahy_format:_audio_cd
10,price_range:low
11,aspect:comfort
12,aspect:value
13,item:b000008919
14,category:pop
15,category:adult_alternative
16,store:savage_garden_format:_audio_cd
17,price_range:medium
18,aspect:design
19,item:b0000003cg
20,category:folk
21,category:british_celtic_folk
22,category:celtic_folk
23,store:la_bottine_souriante_format:_audio_cd
24,aspect:taste
