node_id,node_attr
0,user:current_user
1,item:b00004tjb2
2,time_bucket:2007_02
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:oldies
7,category:traditional_pop
8,store:various_artists_artist_format:_audio_cd
9,price_range:medium
10,aspect:quality
11,item:b000001kdf
12,category:today_s_deals_in_music
13,category:classical
14,category:classical_general
15,category:cds_under_7
16,store:foster_composer_sousa_composer_arthur_hannes_performer_0_more_format:_audio_cd
17,price_range:low
18,aspect:price
19,aspect:value
20,item:b000001cw0
21,time_bucket:2007_03
22,category:dance_pop
23,store:maria_muldaur_format:_audio_cd
24,aspect:delivery
