node_id,node_attr
0,user:current_user
1,item:b0002f7i9y
2,time_bucket:2005_01
3,category:digital_music
4,category:cds_vinyl
5,category:blues
6,category:piano_blues
7,store:ray_charles_ray_charles_and_the_count_basie_orchestra_format:_audio_cd
8,price_range:medium
9,item:b0001ul7ry
10,time_bucket:2005_02
11,category:pop
12,category:adult_alternative
13,store:avril_lavigne_format:_audio_cd
14,item:b0000003l7
15,category:indie_alternative
16,category:indie_lo-fi
17,category:indie_rock
18,store:brave_combo_tiny_tim_format:_audio_cd
19,price_range:high
