node_id,node_attr
0,user:current_user
1,item:b000008lu2
2,time_bucket:2009_10
3,category:digital_music
4,category:cds_vinyl
5,category:rock
6,category:progressive
7,category:electronic
8,store:nik_tyndall_format:_audio_cd
9,price_range:medium
10,aspect:design
11,item:b002pgo8gy
12,time_bucket:2009_11
13,category:classical
14,store:the_priests_artist_format:_audio_cd
15,price_range:low
16,item:b0007zj3la
17,time_bucket:2010_01
18,category:pop
19,category:oldies
20,store:stevie_wonder_format:_audio_cd
21,price_range:high
22,aspect:price
23,aspect:performance
