node_id,node_attr
0,user:current_user
1,item:b00ltm1d5o
2,time_bucket:2014_11
3,category:digital_music
4,category:cds_vinyl
5,category:country
6,category:today_s_country
7,store:kenny_chesney_format:_audio_cd
8,price_range:low
9,item:b0199ycbng
10,time_bucket:2016_05
11,category:books
12,category:pop
13,store:various_artist
14,feature:2016_release._now_that_s_what_i_call_music_57_features_16_major_current_hits_fro
15,price_range:medium
16,item:b003ztqn1s
17,time_bucket:2016_06
18,store:brad_paisley_format:_audio_cd
