node_id,node_attr
0,user:current_user
1,item:b00fe1km08
2,time_bucket:2015_12
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:vocal_pop
7,store:the_piano_guys_artist_format:_audio_cd
8,price_range:medium
9,item:b000002t19
10,time_bucket:2017_01
11,category:today_s_deals_in_music
12,category:country
13,category:country_general
14,category:cds_under_7
15,store:the_oak_ridge_boys_format:_audio_cd
16,item:b00nf4pouy
17,category:holiday_wedding
18,category:christmas
19,store:the_statler_brothers_artist_format:_audio_cd
