node_id,node_attr
0,user:current_user
1,item:b000002gyz
2,time_bucket:2016_06
3,category:digital_music
4,category:cds_vinyl
5,category:folk
6,category:contemporary_folk
7,store:harry_chapin_format:_audio_cd
8,price_range:low
9,item:b000002juc
10,category:traditional_folk
11,store:jim_croce_format:_audio_cd
12,item:b004kbsqow
13,time_bucket:2016_07
14,category:international_music
15,category:pacific_islands
16,category:hawaii
17,store:israel_iz_kamakawiwo_ole_format:_audio_cd
18,price_range:medium
