node_id,node_attr
0,user:current_user
1,item:b00006lskr
2,time_bucket:2002_11
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:italy
9,store:tiziano_ferro_format:_audio_cd
10,price_range:medium
11,aspect:value
12,item:b00006fx40
13,time_bucket:2002_12
14,category:dance_electronic
15,category:house
16,store:format:_audio_cd
17,item:b00006sm8o
18,time_bucket:2003_01
19,category:far_east_asia
20,category:russia
21,store:t.a.t.u._format:_audio_cd
22,price_range:high
