node_id,node_attr
0,user:current_user
1,item:b000050a7k
2,time_bucket:2002_01
3,category:digital_music
4,category:cds_vinyl
5,category:opera_classical_vocal
6,category:vocal_non-opera
7,category:songs_lieder
8,category:folk_songs
9,store:andreas_scholl_artist_george_frederick_handel_composer_antonio_vivaldi_composer_
10,price_range:medium
11,aspect:taste
12,item:b00005a9nk
13,category:masses
14,store:george_frideric_handel_composer_johann_sebastian_bach_composer_john_nelson_condu
15,item:b000007q6l
16,category:soundtracks
17,category:movie_soundtracks
18,store:smith_b._c._composer_format:_audio_cd
