node_id,node_attr
0,user:current_user
1,item:b000002agy
2,time_bucket:2013_01
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:jazz
7,category:jazz_general
8,category:cds_7_-_10
9,store:jim_hall_format:_audio_cd
10,price_range:low
11,item:b002hmhr7s
12,time_bucket:2014_06
13,category:soul-jazz_boogaloo
14,store:phyllis_hyman_format:_audio_cd
15,item:b00ec6vqds
16,time_bucket:2017_02
17,category:international_music
18,category:europe
19,category:continental_europe
20,category:spain
21,store:armik_format:_audio_cd
22,price_range:medium
