node_id,node_attr
0,user:current_user
1,item:b0007gaegc
2,time_bucket:2005_11
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:british_isles
8,category:ireland
9,store:celtic_woman_format:_audio_cd
10,price_range:low
11,item:b000byrc0g
12,category:pop
13,category:adult_alternative
14,store:savage_garden_format:_audio_cd
15,price_range:medium
16,aspect:packaging
17,aspect:scent
18,aspect:fit
19,item:b000002n3h
20,category:opera_classical_vocal
21,category:vocal_non-opera
22,category:noels
23,store:loreena_mckennitt_format:_audio_cd
