node_id,node_attr
0,user:current_user
1,item:b000026hjm
2,time_bucket:2000_06
3,category:digital_music
4,category:cds_vinyl
5,category:imports
6,category:international
7,store:the_chieftains_format:_audio_cd
8,price_range:medium
9,item:b000005cm0
10,category:international_music
11,category:europe
12,category:british_isles
13,category:ireland
14,store:heart_of_the_gaels_format:_audio_cd
15,price_range:low
16,item:b0000026xt
17,time_bucket:2000_07
18,category:today_s_deals_in_music
19,category:classical
20,category:classical_general
21,category:cds_7_-_10
22,store:various_performer_format:_audio_cd
23,aspect:performance
