node_id,node_attr
0,user:current_user
1,item:b000001m2i
2,time_bucket:2005_09
3,category:digital_music
4,category:cds_vinyl
5,category:broadway_vocalists
6,category:musicals
7,store:stephen_schwartz_david_ogden_stiers_linda_hunt_alan_menken_judy_kuhn_2_more_form
8,price_range:low
9,item:b0000dg06v
10,time_bucket:2005_10
11,category:soundtracks
12,category:movie_soundtracks
13,store:james_horner_format:_audio_cd
14,aspect:delivery
15,item:b000brbgj6
16,time_bucket:2005_11
17,category:pop
18,category:adult_contemporary
19,store:darren_hayes_format:_audio_cd
20,price_range:high
21,aspect:comfort
