node_id,node_attr
0,user:current_user
1,item:b000069kbc
2,time_bucket:2002_10
3,category:digital_music
4,category:cds_vinyl
5,category:jazz
6,category:acid_jazz
7,store:jamiroquai_format:_audio_cd
8,price_range:low
9,aspect:delivery
10,item:b00006lskr
11,time_bucket:2002_11
12,category:international_music
13,category:europe
14,category:continental_europe
15,category:italy
16,store:tiziano_ferro_format:_audio_cd
17,price_range:medium
18,aspect:value
19,item:b00006fx40
20,time_bucket:2002_12
21,category:dance_electronic
22,category:house
23,store:format:_audio_cd
