node_id,node_attr
0,user:current_user
1,item:b00001zu8v
2,time_bucket:2000_07
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:australia_new_zealand
7,store:oceania_format:_audio_cd
8,price_range:medium
9,item:b00001ztfd
10,time_bucket:2000_08
11,category:dance_electronic
12,category:world_dance
13,store:yothu_yindi_format:_audio_cd
14,aspect:price
15,item:b00004i9uo
16,time_bucket:2000_12
17,category:north_america
18,category:native_american
19,store:joseph_fire_crow_format:_audio_cd
