node_id,node_attr
0,user:current_user
1,item:b0000af1li
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,category:chamber_music
7,store:itzhak_perlman_artist_performer_dov_seltzer_conductor_israel_philharmonic_orches
8,price_range:low
9,aspect:delivery
10,aspect:performance
11,item:b0012gmvh6
12,category:pop
13,category:oldies
14,category:traditional_pop
15,store:frank_sinatra_format:_audio_cd
16,aspect:price
17,item:b000002wpo
18,category:jazz
19,category:swing_jazz
20,category:classic_big_band
21,store:tommy_dorsey_frank_sinatra_format:_audio_cd
22,price_range:high
23,aspect:quality
