node_id,node_attr
0,user:current_user
1,item:b000pmfplw
2,time_bucket:2008_04
3,category:movies_tv
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:britain_ireland
8,category:britain
9,store:howlin_wilf_the_veejays_actor_rated:_nr_format:_dvd
10,price_range:medium
11,aspect:price
12,aspect:quality
13,aspect:delivery
14,item:b00061gyna
15,category:digital_music
16,category:middle_east
17,category:lebanon
18,store:chant_maronite_composer_chant_syrian_orthodox_composer_chant_syrian_catholic_com
19,item:b00018d44u
20,category:broadway_vocalists
21,category:cabaret
22,store:norah_jones_format:_audio_cd
23,price_range:low
24,aspect:scent
25,aspect:performance
