node_id,node_attr
0,user:current_user
1,item:b000005cm0
2,time_bucket:2000_06
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:british_isles
8,category:ireland
9,store:heart_of_the_gaels_format:_audio_cd
10,price_range:low
11,item:b0000026xt
12,time_bucket:2000_07
13,category:today_s_deals_in_music
14,category:classical
15,category:classical_general
16,category:cds_7_-_10
17,store:various_performer_format:_audio_cd
18,price_range:medium
19,aspect:performance
20,item:b00004sasq
21,category:pop
22,category:adult_contemporary
23,store:celine_dion_format:_audio_cd
24,aspect:price
