node_id,node_attr
0,user:current_user
1,item:b00006wl1q
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:holiday_wedding
6,category:christmas
7,store:ella_fitzgerald_artist_format:_audio_cd
8,price_range:low
9,aspect:quality
10,aspect:fit
11,item:b000002aaq
12,category:jazz
13,category:swing_jazz
14,category:classic_big_band
15,store:frank_sinatra_format:_audio_cd
16,price_range:medium
17,aspect:packaging
18,item:b00002mz4a
19,category:international_music
20,category:europe
21,category:continental_europe
22,category:portugal
23,store:misia_format:_audio_cd
24,aspect:delivery
