node_id,node_attr
0,user:current_user
1,item:b0000026xt
2,time_bucket:2000_07
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:classical
7,category:classical_general
8,category:cds_7_-_10
9,store:various_performer_format:_audio_cd
10,price_range:medium
11,aspect:performance
12,item:b00004sasq
13,category:pop
14,category:adult_contemporary
15,store:celine_dion_format:_audio_cd
16,aspect:price
17,item:b00001zu8v
18,category:international_music
19,category:australia_new_zealand
20,store:oceania_format:_audio_cd
