node_id,node_attr
0,user:current_user
1,item:b0002ycvqk
2,time_bucket:2005_12
3,category:digital_music
4,category:cds_vinyl
5,category:new_age
6,category:celtic_new_age
7,store:various_artist_format:_audio_cd
8,price_range:low
9,item:b0000658as
10,category:blues
11,category:regional_blues
12,category:cajun_zydeco
13,store:david_mansfield_composer_t-bone_burnett_composer_various_artists_performer_0_mor
14,price_range:medium
15,item:b0002u6gfq
16,category:pop
17,category:adult_alternative
18,store:joss_stone_format:_audio_cd
