node_id,node_attr
0,user:current_user
1,item:b000066rlv
2,time_bucket:2008_01
3,category:digital_music
4,category:cds_vinyl
5,category:children_s_music
6,category:sing-a-longs
7,store:maria_muldaur_music_for_little_people_format:_audio_cd
8,price_range:low
9,aspect:delivery
10,item:b000b0woeo
11,time_bucket:2008_02
12,category:today_s_deals_in_music
13,category:alternative_rock
14,category:alternative_general
15,category:cds_7_-_10
16,store:fiona_apple_format:_audio_cd
17,price_range:medium
18,item:b000000b90
19,time_bucket:2008_05
20,category:pop
21,category:oldies
22,category:traditional_pop
23,store:lennon_sisters_format:_audio_cd
