node_id,node_attr
0,user:current_user
1,item:b000jrynwk
2,time_bucket:2009_04
3,category:digital_music
4,category:cds_vinyl
5,category:r_b
6,category:motown
7,store:various_artists_artist_the_isley_brothers_performer_the_monitors_performer_marv_
8,price_range:unknown
9,aspect:performance
10,item:b000y14u4m
11,time_bucket:2009_06
12,category:pop
13,category:adult_contemporary
14,store:natasha_bedingfield_format:_audio_cd
15,price_range:medium
16,item:b0026lym8c
17,category:international_music
18,category:far_east_asia
19,category:japan
20,store:utada_format:_audio_cd
