node_id,node_attr
0,user:current_user
1,item:b00000drat
2,time_bucket:2006_06
3,category:digital_music
4,category:cds_vinyl
5,category:rock
6,category:oldies_retro
7,category:surf_rock
8,store:the_ventures_format:_audio_cd
9,price_range:medium
10,item:b000esstmo
11,category:pop
12,category:adult_alternative
13,store:jewel_format:_audio_cd
14,item:b000002onn
15,category:today_s_deals_in_music
16,category:broadway_vocalists
17,category:traditional_vocal_pop
18,category:cds_7_-_10
19,store:richard_harris_format:_audio_cd
20,aspect:quality
