node_id,node_attr
0,user:current_user
1,item:b0000014vm
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:soundtracks
6,category:television_soundtracks
7,store:john_debney_format:_audio_cd
8,price_range:low
9,item:b000ws4o3o
10,category:international_music
11,category:europe
12,category:continental_europe
13,category:italy
14,store:isola_elio_composer_vessicchio_giuseppe_composer_malise_nuti_gloria_composer_val
15,aspect:price
16,item:b000hkdecy
17,category:movies_tv
18,category:pop
19,category:adult_contemporary
20,store:rated:_unrated_format:_dvd
21,aspect:design
22,aspect:fit
