node_id,node_attr
0,user:current_user
1,item:b00008w2qz
2,time_bucket:2003_06
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,category:forms_genres
7,category:theatrical_incidental_program_music
8,store:sarah_brightman_artist_format:_audio_cd
9,price_range:medium
10,item:b000050hzw
11,time_bucket:2003_08
12,category:soundtracks
13,category:movie_scores
14,store:graeme_revell_composer_peter_gabriel_performer_sting_performer_emma_shapplin_per
15,price_range:low
16,aspect:fit
17,item:b0000df3pn
18,time_bucket:2003_11
19,category:pop
20,category:adult_contemporary
21,store:celine_dion_format:_audio_cd
22,aspect:scent
