node_id,node_attr
0,user:current_user
1,item:b0000501cn
2,time_bucket:2001_07
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,store:garou_format:_audio_cd
7,price_range:medium
8,item:b00004tqpq
9,time_bucket:2001_08
10,category:opera_classical_vocal
11,category:vocal_non-opera
12,category:odes
13,store:taylor_daniel_artist_format:_audio_cd
14,aspect:scent
15,item:b000001o9z
16,time_bucket:2001_10
17,category:classical
18,category:chamber_music
19,store:sonus_artist_format:_audio_cd
20,price_range:low
