node_id,node_attr
0,user:current_user
1,item:b000002n3h
2,time_bucket:2005_11
3,category:digital_music
4,category:cds_vinyl
5,category:opera_classical_vocal
6,category:vocal_non-opera
7,category:noels
8,store:loreena_mckennitt_format:_audio_cd
9,price_range:low
10,item:b0002ycvqk
11,time_bucket:2005_12
12,category:new_age
13,category:celtic_new_age
14,store:various_artist_format:_audio_cd
15,item:b0000658as
16,category:blues
17,category:regional_blues
18,category:cajun_zydeco
19,store:david_mansfield_composer_t-bone_burnett_composer_various_artists_performer_0_mor
20,price_range:medium
