node_id,node_attr
0,user:current_user
1,item:b00nvb0fri
2,time_bucket:2017_02
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:vocal_pop
7,store:anita_kerr_artist_chet_atkins_artist_format:_audio_cd
8,price_range:unknown
9,item:b0006h0fgg
10,category:holiday_wedding
11,category:christmas
12,store:sandi_patti_artist_canadian_brass_performer_the_mormon_tabernacle_choir_performe
13,price_range:low
14,item:b009vjfaga
15,category:books
16,store:john_denver
17,feature:digitally_remastered_edition_of_this_1979_holiday_classic_that_features_singer_s
18,price_range:medium
