node_id,node_attr
0,user:current_user
1,item:b00004tqpq
2,time_bucket:2001_08
3,category:digital_music
4,category:cds_vinyl
5,category:opera_classical_vocal
6,category:vocal_non-opera
7,category:odes
8,store:taylor_daniel_artist_format:_audio_cd
9,price_range:medium
10,aspect:scent
11,item:b000001o9z
12,time_bucket:2001_10
13,category:classical
14,category:chamber_music
15,store:sonus_artist_format:_audio_cd
16,price_range:low
17,item:b00005mb0k
18,category:international_music
19,category:europe
20,category:britain_ireland
21,category:ireland
22,store:leahy_format:_audio_cd
23,aspect:comfort
24,aspect:value
