node_id,node_attr
0,user:current_user
1,item:b000hojni4
2,time_bucket:2008_04
3,category:digital_music
4,category:cds_vinyl
5,category:r_b
6,category:soul
7,store:howlin_wilf_the_vee-jays_artist_james_hunter_artist_format:_audio_cd
8,price_range:medium
9,item:b0000259am
10,category:international_music
11,category:europe
12,category:british_isles
13,category:britain
14,store:james_hunter_format:_audio_cd
15,price_range:unknown
16,aspect:scent
17,item:b000009ny9
18,category:pop
19,category:oldies
20,category:traditional_pop
21,store:frank_sinatra_format:_audio_cd
22,price_range:low
