node_id,node_attr
0,user:current_user
1,item:b00006jj1o
2,time_bucket:2003_01
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:far_east_asia
7,category:russia
8,store:t.a.t.u._format:_audio_cd
9,price_range:medium
10,item:b00007eb6t
11,category:new_age
12,category:meditation
13,store:cirque_du_soleil_format:_audio_cd
14,price_range:low
15,item:b00006i4yd
16,time_bucket:2003_02
17,category:today_s_deals_in_music
18,category:alternative_rock
19,category:alternative_general
20,category:cds_7_-_10
21,store:tori_amos_format:_audio_cd
22,aspect:scent
