node_id,node_attr
0,user:current_user
1,item:b0009y262c
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:portugal
9,store:mariza_format:_audio_cd
10,price_range:medium
11,aspect:quality
12,aspect:delivery
13,item:b000002u51
14,category:pop
15,category:oldies
16,category:traditional_pop
17,store:frank_sinatra_format:_audio_cd
18,price_range:high
19,aspect:taste
20,item:b000tm084c
21,category:caribbean_cuba
22,category:cuba
23,category:salsa
24,store:gloria_estefan_gloria_estefan_and_miami_sound_machine_format:_audio_cd
25,price_range:low
