node_id,node_attr
0,user:current_user
1,item:b00005s0md
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:soundtracks
6,category:movie_soundtracks
7,store:jordi_savall_performer_format:_audio_cd
8,price_range:medium
9,item:b000002vp3
10,category:pop
11,category:adult_alternative
12,store:sarah_mclachlan_format:_audio_cd
13,price_range:low
14,item:b00004hykw
15,category:today_s_deals_in_music
16,category:broadway_vocalists
17,category:musicals
18,category:cds_7_-_10
19,store:garou_performer_cocciante_richard_performer_plamondon_luc_performer_tina_arena_p
20,aspect:taste
