node_id,node_attr
0,user:current_user
1,item:b00001ztfd
2,time_bucket:2000_08
3,category:digital_music
4,category:cds_vinyl
5,category:dance_electronic
6,category:world_dance
7,store:yothu_yindi_format:_audio_cd
8,price_range:medium
9,aspect:price
10,item:b00004i9uo
11,time_bucket:2000_12
12,category:international_music
13,category:north_america
14,category:native_american
15,store:joseph_fire_crow_format:_audio_cd
16,item:b000000x5l
17,category:ambient
18,store:al_gromer_khan_format:_audio_cd
19,aspect:size
20,aspect:fit
