node_id,node_attr
0,user:current_user
1,item:b00005ntqb
2,time_bucket:2001_10
3,category:digital_music
4,category:cds_vinyl
5,category:blues
6,category:regional_blues
7,category:delta_blues
8,store:various_artists_artist_format:_audio_cd
9,price_range:premium
10,item:b00000bibg
11,category:international_music
12,category:europe
13,category:eastern_europe
14,category:bulgaria
15,price_range:low
16,aspect:price
17,aspect:quality
18,item:b00003000w
19,category:soundtracks
20,category:movie_scores
21,store:danny_elfman_composer_format:_audio_cd
22,price_range:medium
