node_id,node_attr
0,user:current_user
1,item:b000007q6l
2,time_bucket:2002_01
3,category:digital_music
4,category:cds_vinyl
5,category:soundtracks
6,category:movie_soundtracks
7,store:smith_b._c._composer_format:_audio_cd
8,price_range:medium
9,item:b00005ibzg
10,time_bucket:2002_02
11,category:dance_electronic
12,category:trip-hop
13,store:nelly_furtado_format:_audio_cd
14,price_range:low
15,aspect:price
16,aspect:value
17,item:b00005o6pa
18,category:international_music
19,category:europe
20,category:continental_europe
21,category:france
22,store:yann_tiersen_format:_audio_cd
