node_id,node_attr
0,user:current_user
1,item:b000003p1f
2,time_bucket:2001_10
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:australia_new_zealand
7,store:david_hudson_format:_audio_cd
8,price_range:medium
9,aspect:quality
10,item:b00005ntqb
11,category:blues
12,category:regional_blues
13,category:delta_blues
14,store:various_artists_artist_format:_audio_cd
15,price_range:premium
16,item:b00000bibg
17,category:europe
18,category:eastern_europe
19,category:bulgaria
20,price_range:low
21,aspect:price
