node_id,node_attr
0,user:current_user
1,item:b00005r7vn
2,time_bucket:2006_03
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:france
9,store:coralie_clement_la_rumeur_format:_audio_cd
10,price_range:high
11,item:b00009b8fe
12,time_bucket:2006_04
13,category:comedy_spoken_word
14,category:interviews
15,store:sarah_brightman_format:_audio_cd
16,price_range:medium
17,item:b00009vu2u
18,time_bucket:2006_06
19,category:pop
20,category:oldies
21,category:traditional_pop
22,store:frank_sinatra_format:_audio_cd
23,price_range:unknown
24,aspect:price
25,aspect:quality
26,aspect:packaging
