node_id,node_attr
0,user:current_user
1,item:b00005jrzl
2,time_bucket:2008_05
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:france
9,store:celine_dion_format:_audio_cd
10,price_range:medium
11,item:b0014sm9fq
12,time_bucket:2008_06
13,store:garou_format:_audio_cd
14,item:b00187pnbu
15,time_bucket:2008_08
16,category:pop
17,category:euro_pop
18,category:french_pop
19,store:putumayo_kids_presents_format:_audio_cd
20,price_range:low
21,aspect:price
