node_id,node_attr
0,user:current_user
1,item:b000002udq
2,time_bucket:2006_07
3,category:digital_music
4,category:cds_vinyl
5,category:blues
6,category:electric_blues
7,store:canned_heat_format:_audio_cd
8,price_range:medium
9,item:b000000ecn
10,category:classic_rock
11,category:psychedelic_rock
12,store:country_joe_the_fish_format:_audio_cd
13,price_range:low
14,aspect:comfort
15,item:b00000i3us
16,category:international_music
17,category:pacific_islands
18,category:hawaii
19,store:israel_iz_kamakawiwo_ole_format:_audio_cd
