node_id,node_attr
0,user:current_user
1,item:b000002wfd
2,time_bucket:2007_04
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:pop
7,category:easy_listening
8,category:cds_7_-_10
9,store:hugo_montenegro_ennio_morricone_format:_audio_cd
10,price_range:medium
11,aspect:performance
12,item:b0000017ea
13,category:oldies
14,category:traditional_pop
15,store:annette_hanshaw_format:_audio_cd
16,price_range:low
17,aspect:quality
18,item:b00000093j
19,time_bucket:2007_09
20,category:country
21,category:today_s_country
22,store:village_stompers_format:_audio_cd
23,price_range:high
