node_id,node_attr
0,user:current_user
1,item:b00006jl4j
2,time_bucket:2008_04
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:pop
7,category:adult_contemporary
8,category:cds_7_-_10
9,store:rod_stewart_format:_audio_cd
10,price_range:low
11,aspect:delivery
12,aspect:scent
13,aspect:taste
14,item:b00005jrzl
15,time_bucket:2008_05
16,category:international_music
17,category:europe
18,category:continental_europe
19,category:france
20,store:celine_dion_format:_audio_cd
21,price_range:medium
22,item:b0014sm9fq
23,time_bucket:2008_06
24,store:garou_format:_audio_cd
