node_id,node_attr
0,user:current_user
1,item:b00000enga
2,time_bucket:2019_01
3,category:digital_music
4,category:cds_vinyl
5,category:country
6,category:today_s_country
7,store:bobbie_cryner_format:_audio_cassette
8,price_range:low
9,item:b000008eqd
10,category:today_s_deals_in_music
11,category:country_general
12,category:cds_7_-_10
13,store:bobbie_cryner_format:_audio_cd
14,price_range:medium
15,item:b000002l5i
16,time_bucket:2020_04
17,category:blues
18,category:regional_blues
19,category:chicago_blues
20,store:kenny_wayne_shepherd_format:_audio_cd
