node_id,node_attr
0,user:current_user
1,item:b000boh8xw
2,time_bucket:2005_12
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:south_central_america
7,category:colombia
8,store:shakira_format:_audio_cd
9,price_range:low
10,item:b000bisbdy
11,time_bucket:2006_01
12,category:rock
13,category:oldies_retro
14,category:rockabilly
15,store:johnny_cash_format:_audio_cd
16,price_range:medium
17,item:b00000348q
18,time_bucket:2006_03
19,category:comedy_spoken_word
20,category:comedic_music
21,store:allan_sherman_format:_audio_cd
22,aspect:quality
23,aspect:performance
