node_id,node_attr
0,user:current_user
1,item:b00005nbys
2,time_bucket:2001_10
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:soundtracks
7,category:soundtracks_general
8,category:cds_7_-_10
9,store:alejandro_amen_bar_composer_format:_audio_cd
10,price_range:medium
11,item:b00000dcit
12,category:new_age
13,category:meditation
14,store:mythos_new_age_format:_audio_cd
15,item:b00005rdcq
16,category:pop
17,category:oldies
18,category:traditional_pop
19,store:sarah_brightman_format:_audio_cd
20,price_range:unknown
21,aspect:price
