node_id,node_attr
0,user:current_user
1,item:b000000b90
2,time_bucket:2008_05
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:oldies
7,category:traditional_pop
8,store:lennon_sisters_format:_audio_cd
9,price_range:medium
10,item:b000000bb8
11,category:jazz
12,category:traditional_jazz_ragtime
13,category:ragtime
14,store:jo_ann_castle_format:_audio_cd
15,price_range:low
16,item:b000uae87q
17,time_bucket:2008_06
18,category:classical
19,category:forms_genres
20,category:theatrical_incidental_program_music
21,store:paul_potts_artist_format:_audio_cd
