node_id,node_attr
0,user:current_user
1,item:b000cd0p8m
2,time_bucket:2006_01
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:dance_dj
7,category:dance_general
8,category:cds_7_-_10
9,store:natasha_bedingfield_format:_audio_cd
10,price_range:low
11,aspect:size
12,aspect:performance
13,item:b00005r7vn
14,time_bucket:2006_03
15,category:international_music
16,category:europe
17,category:continental_europe
18,category:france
19,store:coralie_clement_la_rumeur_format:_audio_cd
20,price_range:high
21,item:b00009b8fe
22,time_bucket:2006_04
23,category:comedy_spoken_word
24,category:interviews
25,store:sarah_brightman_format:_audio_cd
26,price_range:medium
