node_id,node_attr
0,user:current_user
1,item:b0000ujk6k
2,time_bucket:2004_02
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:euro_pop
7,category:french_pop
8,store:david_guetta_format:_audio_cd
9,price_range:medium
10,item:b0000e6eir
11,time_bucket:2004_03
12,category:dance_electronic
13,category:world_dance
14,store:lhasa_de_sela_format:_audio_cd
15,price_range:low
16,item:b000168aci
17,time_bucket:2004_05
18,category:broadway_vocalists
19,category:cabaret
20,store:beno_t_charest_composer_ben_charest_composer_format:_audio_cd
