node_id,node_attr
0,user:current_user
1,item:b00006i4yd
2,time_bucket:2003_02
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:alternative_rock
7,category:alternative_general
8,category:cds_7_-_10
9,store:tori_amos_format:_audio_cd
10,price_range:medium
11,aspect:scent
12,item:b00008ngcs
13,time_bucket:2003_05
14,category:international_music
15,category:europe
16,category:continental_europe
17,category:italy
18,store:tiziano_ferro_format:_audio_cd
19,aspect:value
20,item:b00008w2qz
21,time_bucket:2003_06
22,category:classical
23,category:forms_genres
24,category:theatrical_incidental_program_music
25,store:sarah_brightman_artist_format:_audio_cd
