src,edge_attr,dst
0,reviewed,1
0,rated_5,1
1,interacted_at,2
1,belongs_to,3
1,belongs_to,4
1,belongs_to,5
1,belongs_to,6
1,belongs_to,7
1,belongs_to,8
1,sold_by,9
1,has_price_range,10
0,positive_about,11
0,positive_about,12
0,reviewed,13
0,rated_5,13
13,interacted_at,14
13,belongs_to,3
13,belongs_to,4
13,belongs_to,15
13,belongs_to,16
13,sold_by,17
13,has_price_range,10
0,reviewed,18
0,rated_5,18
18,interacted_at,14
18,belongs_to,3
18,belongs_to,4
18,belongs_to,19
18,belongs_to,20
18,sold_by,21
18,has_price_range,10
0,positive_about,22
