src,edge_attr,dst
0,reviewed,1
0,rated_5,1
1,interacted_at,2
1,belongs_to,3
1,belongs_to,4
1,belongs_to,5
1,belongs_to,6
1,belongs_to,7
1,belongs_to,8
1,sold_by,9
1,has_price_range,10
0,positive_about,11
0,negative_about,11
0,positive_about,12
0,negative_about,12
0,reviewed,13
0,rated_5,13
13,interacted_at,14
13,belongs_to,3
13,belongs_to,4
13,belongs_to,5
13,belongs_to,15
13,belongs_to,16
13,sold_by,17
13,has_price_range,18
0,positive_about,19
0,reviewed,20
0,rated_5,20
20,interacted_at,21
20,belongs_to,3
20,belongs_to,4
20,belongs_to,22
20,belongs_to,23
20,sold_by,24
20,has_price_range,10
