src,edge_attr,dst
0,reviewed,1
0,rated_5,1
1,interacted_at,2
1,belongs_to,3
1,belongs_to,4
1,belongs_to,5
1,belongs_to,6
1,belongs_to,7
1,belongs_to,8
1,sold_by,9
1,has_price_range,10
0,reviewed,11
0,rated_4,11
11,interacted_at,12
11,belongs_to,3
11,belongs_to,4
11,belongs_to,5
11,belongs_to,6
11,belongs_to,7
11,belongs_to,8
11,sold_by,13
11,has_price_range,10
0,reviewed,14
0,rated_4,14
14,interacted_at,15
14,belongs_to,3
14,belongs_to,4
14,belongs_to,16
14,belongs_to,17
14,belongs_to,18
14,sold_by,19
14,has_price_range,20
0,positive_about,21
