src,edge_attr,dst
0,reviewed,1
0,rated_5,1
1,interacted_at,2
1,belongs_to,3
1,belongs_to,4
1,belongs_to,5
1,belongs_to,6
1,sold_by,7
1,has_price_range,8
0,reviewed,9
0,rated_5,9
9,interacted_at,10
9,belongs_to,3
9,belongs_to,4
9,belongs_to,11
9,belongs_to,12
9,sold_by,13
9,has_price_range,14
0,positive_about,15
0,positive_about,16
0,positive_about,17
0,reviewed,18
0,rated_5,18
18,interacted_at,19
18,belongs_to,3
18,belongs_to,4
18,belongs_to,20
18,belongs_to,21
18,belongs_to,22
18,belongs_to,23
18,sold_by,24
18,has_price_range,14
0,positive_about,25
