src,edge_attr,dst
0,reviewed,1
0,rated_5,1
1,interacted_at,2
1,belongs_to,3
1,belongs_to,4
1,belongs_to,5
1,belongs_to,6
1,belongs_to,7
1,sold_by,8
1,has_price_range,9
0,positive_about,10
0,positive_about,11
0,reviewed,12
0,rated_5,12
12,interacted_at,2
12,belongs_to,3
12,belongs_to,4
12,belongs_to,13
12,belongs_to,14
12,belongs_to,15
12,belongs_to,16
12,sold_by,17
12,has_price_range,9
0,positive_about,18
0,reviewed,19
0,rated_4,19
19,interacted_at,2
19,belongs_to,3
19,belongs_to,4
19,belongs_to,13
19,belongs_to,14
19,belongs_to,15
19,belongs_to,20
19,sold_by,21
19,has_price_range,22
